learner,opponent,seed,learner_seat,result,winner_seat,decisions,latency_ms,memory_mb,failure,engine_seed_controlled,diagnostics_json
learner_06,iono,26310719,1,loss,0,115,344.632,,,False,"[{},{}]"
learner_06,lucario_sample,26320719,1,win,1,150,368.36,,,False,"[{},{}]"
learner_02,lucario_sample,22320719,1,win,1,116,314.794,,,False,"[{},{}]"
learner_07,beam_search_940,27350719,1,win,1,135,490.976,,,False,"[{},{}]"
learner_07,probabilistic,27340719,0,loss,1,111,384.375,,,False,"[{},{}]"
learner_01,roman_recent_885,21380719,0,loss,1,134,2812.195,,,False,"[{},{}]"
learner_06,library_out_1208,26290719,0,win,0,151,537.622,,,False,"[{},{}]"
learner_09,library_out_1208,29290719,1,win,1,135,413.84,,,False,"[{},{}]"
learner_02,iono,22310719,1,win,1,181,897.276,,,False,"[{},{}]"
learner_05,roman_recent_885,25380719,0,loss,1,111,2404.509,,,False,"[{},{}]"
learner_09,simple_matchup,29370719,1,loss,0,110,317.359,,,False,"[{},{}]"
learner_06,beam_search_940,26350719,1,loss,0,102,459.766,,,False,"[{},{}]"
learner_07,roman_recent_885,27380719,1,loss,0,149,3185.001,,,False,"[{},{}]"
learner_05,probabilistic,25340719,1,loss,0,130,357.248,,,False,"[{},{}]"
learner_01,beam_search_940,21350719,1,loss,0,18,310.787,,,False,"[{},{}]"
learner_04,official_random,24260719,1,win,1,118,298.333,,,False,"[{},{}]"
learner_09,dragapult,29300719,0,win,0,123,322.406,,,False,"[{},{}]"
learner_01,alakazam_5th,21270719,0,win,0,145,378.64,,,False,"[{},{}]"
learner_03,lucario_1084,23330719,1,win,1,185,1202.333,,,False,"[{},{}]"
learner_05,iono,25310719,0,win,0,244,462.534,,,False,"[{},{}]"
learner_00,lucario_1084,20330719,0,win,0,87,388.937,,,False,"[{},{}]"
learner_05,lucario_sample,25320719,1,win,1,149,519.928,,,False,"[{},{}]"
learner_08,lucario_sample,28320719,1,win,1,171,828.043,,,False,"[{},{}]"
learner_00,lucario_1084,20330719,1,loss,0,170,411.851,,,False,"[{},{}]"
learner_02,grim_hybrid_909,22360719,1,win,1,168,836.767,,,False,"[{},{}]"
learner_04,roman_recent_885,24380719,0,win,0,221,13271.092,,,False,"[{},{}]"
learner_07,alakazam_5th,27270719,0,win,0,39,279.514,,,False,"[{},{}]"
learner_08,archaludon,28280719,0,loss,1,143,572.489,,,False,"[{},{}]"
learner_06,simple_matchup,26370719,1,win,1,121,435.449,,,False,"[{},{}]"
learner_07,beam_search_940,27350719,0,loss,1,116,367.492,,,False,"[{},{}]"
learner_00,grim_hybrid_909,20360719,1,loss,0,197,759.97,,,False,"[{},{}]"
learner_02,probabilistic,22340719,0,loss,1,171,641.61,,,False,"[{},{}]"
learner_08,alakazam_5th,28270719,0,win,0,210,911.245,,,False,"[{},{}]"
learner_01,grim_hybrid_909,21360719,0,loss,1,145,715.485,,,False,"[{},{}]"
learner_03,iono,23310719,0,win,0,211,401.327,,,False,"[{},{}]"
learner_02,simple_matchup,22370719,0,win,0,119,330.295,,,False,"[{},{}]"
learner_03,archaludon,23280719,0,loss,1,98,328.608,,,False,"[{},{}]"
learner_04,alakazam_5th,24270719,1,win,1,261,408.843,,,False,"[{},{}]"
learner_07,lucario_1084,27330719,0,loss,1,153,373.075,,,False,"[{},{}]"
learner_05,simple_matchup,25370719,0,loss,1,158,382.841,,,False,"[{},{}]"
