learner,opponent,seed,learner_seat,result,winner_seat,decisions,latency_ms,memory_mb,failure,engine_seed_controlled,diagnostics_json
learner_07,official_random,27260719,1,win,1,28,221.542,,,False,"[{},{}]"
learner_08,official_random,28260719,1,win,1,41,572.114,,,False,"[{},{}]"
learner_08,lucario_1084,28330719,1,win,1,166,873.201,,,False,"[{},{}]"
learner_06,alakazam_5th,26270719,0,win,0,141,1055.605,,,False,"[{},{}]"
learner_03,official_random,23260719,0,win,0,86,238.013,,,False,"[{},{}]"
learner_02,probabilistic,22340719,1,win,1,128,514.011,,,False,"[{},{}]"
learner_04,grim_hybrid_909,24360719,1,loss,0,221,949.079,,,False,"[{},{}]"
learner_09,simple_matchup,29370719,0,loss,1,147,302.223,,,False,"[{},{}]"
learner_08,official_random,28260719,0,win,0,40,453.141,,,False,"[{},{}]"
learner_08,lucario_1084,28330719,0,win,0,66,499.763,,,False,"[{},{}]"
learner_07,lucario_sample,27320719,0,draw,2,148,351.185,,,False,"[{},{}]"
learner_01,library_out_1208,21290719,1,loss,0,120,302.636,,,False,"[{},{}]"
learner_08,probabilistic,28340719,0,win,0,168,726.82,,,False,"[{},{}]"
learner_06,dragapult,26300719,1,loss,0,161,363.283,,,False,"[{},{}]"
learner_07,library_out_1208,27290719,0,win,0,49,289.461,,,False,"[{},{}]"
learner_08,grim_hybrid_909,28360719,0,loss,1,164,987.714,,,False,"[{},{}]"
learner_08,library_out_1208,28290719,0,loss,1,195,700.244,,,False,"[{},{}]"
learner_09,lucario_1084,29330719,0,draw,2,142,294.11,,,False,"[{},{}]"
learner_02,grim_hybrid_909,22360719,0,loss,1,119,622.328,,,False,"[{},{}]"
learner_07,simple_matchup,27370719,1,loss,0,137,882.086,,,False,"[{},{}]"
learner_05,iono,25310719,1,loss,0,276,377.214,,,False,"[{},{}]"
learner_05,probabilistic,25340719,0,loss,1,138,354.892,,,False,"[{},{}]"
learner_09,lucario_sample,29320719,1,win,1,178,595.673,,,False,"[{},{}]"
learner_00,alakazam_5th,20270719,1,loss,0,156,352.948,,,False,"[{},{}]"
learner_06,official_random,26260719,0,win,0,31,479.476,,,False,"[{},{}]"
learner_05,library_out_1208,25290719,1,loss,0,182,446.127,,,False,"[{},{}]"
learner_01,beam_search_940,21350719,0,win,0,85,440.747,,,False,"[{},{}]"
learner_06,grim_hybrid_909,26360719,1,win,1,186,1185.506,,,False,"[{},{}]"
learner_03,iono,23310719,1,win,1,203,1226.544,,,False,"[{},{}]"
learner_03,lucario_sample,23320719,1,win,1,184,457.396,,,False,"[{},{}]"
learner_09,official_random,29260719,0,win,0,81,382.281,,,False,"[{},{}]"
learner_06,lucario_1084,26330719,0,win,0,146,777.672,,,False,"[{},{}]"
learner_01,roman_recent_885,21380719,1,win,1,108,2114.732,,,False,"[{},{}]"
learner_04,simple_matchup,24370719,1,win,1,254,426.729,,,False,"[{},{}]"
learner_01,iono,21310719,1,win,1,252,344.103,,,False,"[{},{}]"
learner_04,probabilistic,24340719,0,loss,1,153,547.78,,,False,"[{},{}]"
learner_07,alakazam_5th,27270719,1,loss,0,112,496.537,,,False,"[{},{}]"
learner_06,archaludon,26280719,0,win,0,125,372.942,,,False,"[{},{}]"
