card_id,card_name_en,card_name_jp,card_group,card_subtype,elite_inclusion_count,elite_inclusion_rate,avg_copies_per_elite_deck,avg_copies_when_included,field_inclusion_rate,elite_vs_field_lift
1116,Energy Switch,エネルギーつけかえ,Trainer,Item,52,0.05603448275862069,0.22413793103448276,4.0,0.021031061259706645,2.701750527797326
63,Raging Bolt ex,タケルライコex,Pokémon,Basic Pokémon,52,0.05603448275862069,0.11206896551724138,2.0,0.01272648835202761,4.449942045783831
1098,Glass Trumpet,ガラスのラッパ,Trainer,Item,52,0.05603448275862069,0.11206896551724138,2.0,0.01272648835202761,4.449942045783831
108,Wellspring Mask Ogerpon ex,オーガポン いどのめんex,Pokémon,Basic Pokémon,52,0.05603448275862069,0.05603448275862069,1.0,0.01272648835202761,4.449942045783831
978,Passimian,ナゲツケサル,Pokémon,Basic Pokémon,52,0.05603448275862069,0.05603448275862069,1.0,0.01272648835202761,4.449942045783831
119,Dreepy,ドラメシヤ,Pokémon,Basic Pokémon,49,0.052801724137931036,0.21120689655172414,4.0,0.06999568593615185,0.7685676392572945
120,Drakloak,ドロンチ,Pokémon,Stage 1 Pokémon,49,0.052801724137931036,0.21120689655172414,4.0,0.06999568593615185,0.7685676392572945
2,Basic {R} Energy,基本【炎】エネルギー,Energy,Basic Energy,49,0.052801724137931036,0.2036637931034483,3.857142857142857,0.06999568593615185,0.7685676392572945
121,Dragapult ex,ドラパルトex,Pokémon,Stage 2 Pokémon,49,0.052801724137931036,0.15625,2.9591836734693877,0.06999568593615185,0.7685676392572945
1246,Jamming Tower,ジャミングタワー,Trainer,Stadium,46,0.04956896551724138,0.09482758620689655,1.9130434782608696,0.05381794650560828,0.9391896551724138
292,N’s Zorua,Nのゾロア,Pokémon,Basic Pokémon,35,0.03771551724137931,0.15086206896551724,4.0,0.008628127696289905,4.440613026819923
293,N’s Zoroark ex,Nのゾロアークex,Pokémon,Stage 1 Pokémon,35,0.03771551724137931,0.15086206896551724,4.0,0.008628127696289905,4.440613026819923
1113,N’s PP Up,Nのポイントアップ,Trainer,Item,35,0.03771551724137931,0.15086206896551724,4.0,0.008628127696289905,4.440613026819923
14,Spiky Energy,スパイクエネルギー,Energy,Special Energy,35,0.03771551724137931,0.1336206896551724,3.5428571428571427,0.11496980155306298,0.337103706815758
1253,N’s Castle,Nの城,Trainer,Stadium,35,0.03771551724137931,0.11314655172413793,3.0,0.008628127696289905,4.440613026819923
303,N’s Reshiram,Nのレシラム,Pokémon,Basic Pokémon,35,0.03771551724137931,0.07543103448275862,2.0,0.008628127696289905,4.440613026819923
906,N's Zekrom,Nのゼクロム,Pokémon,Basic Pokémon,35,0.03771551724137931,0.07543103448275862,2.0,0.008628127696289905,4.440613026819923
1176,Punk Helmet,パンクメット,Trainer,Pokémon Tool,35,0.03771551724137931,0.07543103448275862,2.0,0.008628127696289905,4.440613026819923
1195,Janine’s Secret Art,アンズの秘技,Trainer,Supporter,35,0.03771551724137931,0.03771551724137931,1.0,0.008628127696289905,4.440613026819923
1175,Brave Bangle,ブレイブバングル,Trainer,Pokémon Tool,31,0.0334051724137931,0.06573275862068965,1.967741935483871,0.04238567730802416,0.8114825835813058
89,Grookey,サルノリ,Pokémon,Basic Pokémon,30,0.032327586206896554,0.12931034482758622,4.0,0.0294434857635893,1.130411527812736
90,Thwackey,バチンキー,Pokémon,Stage 1 Pokémon,30,0.032327586206896554,0.12931034482758622,4.0,0.0294434857635893,1.130411527812736
1245,Festival Grounds,お祭り会場,Trainer,Stadium,30,0.032327586206896554,0.12931034482758622,4.0,0.0294434857635893,1.130411527812736
100,Goldeen,トサキント,Pokémon,Basic Pokémon,30,0.032327586206896554,0.06357758620689655,1.9666666666666666,0.0203839516824849,1.6301724137931037
1211,Black Belt’s Training,からておうの稽古,Trainer,Supporter,30,0.032327586206896554,0.032327586206896554,1.0,0.021570319240724764,1.540958998112884
240,Seaking,アズマオウ,Pokémon,Stage 1 Pokémon,29,0.03125,0.0625,2.0,0.009167385677308024,3.485364875701684
1210,Brock’s Scouting,タケシのスカウト,Trainer,Supporter,29,0.03125,0.0625,2.0,0.009598792062122519,3.3304597701149428
1191,Kieran,スグリ,Trainer,Supporter,29,0.03125,0.03125,1.0,0.009167385677308024,3.485364875701684
162,Slowpoke,ヤドン,Pokémon,Basic Pokémon,26,0.028017241379310345,0.11206896551724138,4.0,0.004961173425366695,5.739728539985327
163,Slowking,ヤドキング,Pokémon,Stage 1 Pokémon,26,0.028017241379310345,0.11206896551724138,4.0,0.004961173425366695,5.739728539985327
1248,Academy at Night,夜のアカデミー,Trainer,Stadium,26,0.028017241379310345,0.11206896551724138,4.0,0.004961173425366695,5.739728539985327
1146,Wondrous Patch,ワンダーパッチ,Trainer,Item,26,0.028017241379310345,0.08405172413793104,3.0,0.006686798964624676,4.282019704433497
144,Kyurem,キュレム,Pokémon,Basic Pokémon,26,0.028017241379310345,0.05603448275862069,2.0,0.004961173425366695,5.739728539985327
183,Smoochum,ムチュール,Pokémon,Basic Pokémon,26,0.028017241379310345,0.05603448275862069,2.0,0.004961173425366695,5.739728539985327
115,Conkeldurr,ローブシン,Pokémon,Stage 2 Pokémon,26,0.028017241379310345,0.028017241379310345,1.0,0.004961173425366695,5.739728539985327
224,Annihilape,コノヨザル,Pokémon,Stage 2 Pokémon,26,0.028017241379310345,0.028017241379310345,1.0,0.004961173425366695,5.739728539985327
1194,Colress’s Tenacity,アクロマの執念,Trainer,Supporter,26,0.028017241379310345,0.028017241379310345,1.0,0.029227782571182054,0.9917913286004056
1261,Forest of Vitality,活力の森,Trainer,Stadium,25,0.02693965517241379,0.10775862068965517,4.0,0.04745470232959448,0.5890609117210102
18,Grow Grass Energy,グロウ【草】エネルギー,Energy,Special Energy,25,0.02693965517241379,0.09913793103448276,3.68,0.1340595340811044,0.2088230402483645
1147,Jumbo Ice Cream,ジャンボアイス,Trainer,Item,25,0.02693965517241379,0.09913793103448276,3.68,0.13761863675582398,0.20342667350741228
150,Hydrapple ex,カミツオロチex,Pokémon,Stage 2 Pokémon,25,0.02693965517241379,0.05387931034482758,2.0,0.026423641069887833,1.0559994393047378
710,Meganium,メガニウム,Pokémon,Stage 2 Pokémon,25,0.02693965517241379,0.05387931034482758,2.0,0.033326143226919756,0.8379866518353725
917,Chikorita,チコリータ,Pokémon,Basic Pokémon,25,0.02693965517241379,0.05387931034482758,2.0,0.026423641069887833,1.0559994393047378
346,Applin,カジッチュ,Pokémon,Basic Pokémon,25,0.02693965517241379,0.02693965517241379,1.0,0.021031061259706645,1.3253870513722728
709,Bayleef,ベイリーフ,Pokémon,Stage 1 Pokémon,25,0.02693965517241379,0.02693965517241379,1.0,0.033326143226919756,0.8379866518353725
918,Bayleef,ベイリーフ,Pokémon,Stage 1 Pokémon,25,0.02693965517241379,0.02693965517241379,1.0,0.021031061259706645,1.3253870513722728
344,Dwebble,イシズマイ,Pokémon,Basic Pokémon,21,0.022629310344827586,0.08405172413793104,3.7142857142857144,0.08757549611734254,0.27036942783220935
345,Crustle,イワパレス,Pokémon,Stage 1 Pokémon,21,0.022629310344827586,0.07435344827586207,3.2857142857142856,0.08757549611734254,0.27036942783220935
20,Rock Fighting Energy,ロック【闘】エネルギー,Energy,Special Energy,9,0.009698275862068966,0.021551724137931036,2.2222222222222223,0.059534081104400345,0.18067593689592817
117,Cornerstone Mask Ogerpon ex,オーガポン いしずえのめんex,Pokémon,Basic Pokémon,9,0.009698275862068966,0.010775862068965518,1.1111111111111112,0.058779119930974975,0.18299229506126058
1212,Cook,コック,Trainer,Supporter,8,0.008620689655172414,0.008620689655172414,1.0,0.015422778257118205,0.6244612068965517
1257,Team Rocket's Factory,ロケット団のファクトリー,Trainer,Stadium,8,0.008620689655172414,0.008620689655172414,1.0,0.039257981018119066,0.2463627775153519
869,Stunfisk,マッギョ,Pokémon,Basic Pokémon,8,0.008620689655172414,0.008620689655172414,1.0,0.004098360655737705,2.305702917771883
1201,Briar,ブライア,Trainer,Supporter,7,0.007543103448275862,0.007543103448275862,1.0,0.05457290767903365,0.15765490036047064
1119,Energy Search,エネルギー転送,Trainer,Item,4,0.004310344827586207,0.017241379310344827,4.0,0.04411130284728214,0.12184608915054668
1118,Energy Retrieval,エネルギー回収,Trainer,Item,4,0.004310344827586207,0.008620689655172414,2.0,0.04486626402070751,0.11980071115521375
1127,Tera Orb,テラスタルオーブ,Trainer,Item,4,0.004310344827586207,0.008620689655172414,2.0,0.04885677308024159,0.11003721707428224
1223,Harlequin,クラウン,Trainer,Supporter,4,0.004310344827586207,0.008620689655172414,2.0,0.03979723899913719,0.13501863932898414
1251,Lively Stadium,エキサイトスタジアム,Trainer,Stadium,4,0.004310344827586207,0.008620689655172414,2.0,0.04874892148403796,0.11028012483824313
65,Dunsparce,ノコッチ,Pokémon,Basic Pokémon,4,0.004310344827586207,0.004310344827586207,1.0,0.005823986194995686,0.9083072100313481
306,Dudunsparce ex,ノココッチex,Pokémon,Stage 1 Pokémon,4,0.004310344827586207,0.004310344827586207,1.0,0.005823986194995686,0.9083072100313481
1260,Risky Ruins,危ない廃墟,Trainer,Stadium,4,0.004310344827586207,0.004310344827586207,1.0,0.008520276100086282,0.6244612068965517
1221,N's Plan,Nの筋書き,Trainer,Supporter,4,0.004310344827586207,0.004310344827586207,1.0,0.03936583261432269,0.1364942528735632
1256,Team Rocket's Watchtower,ロケット団の監視塔,Trainer,Stadium,3,0.003232758620689655,0.004310344827586207,1.3333333333333333,0.021570319240724764,0.19883341911133984
655,Celebi,セレビィ,Pokémon,Basic Pokémon,3,0.003232758620689655,0.003232758620689655,1.0,0.01100086281276963,0.38801473049882823
920,Tapu Bulu,カプ・ブルル,Pokémon,Basic Pokémon,3,0.003232758620689655,0.003232758620689655,1.0,0.02178602243313201,0.1968744691693562
324,Torchic,アチャモ,Pokémon,Basic Pokémon,2,0.0021551724137931034,0.004310344827586207,2.0,0.0037748058671268334,0.8326149425287357
326,Blaziken ex,バシャーモex,Pokémon,Stage 2 Pokémon,2,0.0021551724137931034,0.004310344827586207,2.0,0.0037748058671268334,0.8326149425287357
31,Chi-Yu,イーユイ,Pokémon,Basic Pokémon,2,0.0021551724137931034,0.0021551724137931034,1.0,0.008735979292493529,0.36553826745164003
325,Combusken,ワカシャモ,Pokémon,Stage 1 Pokémon,2,0.0021551724137931034,0.0021551724137931034,1.0,0.0037748058671268334,0.8326149425287357
1187,Morty’s Conviction,マツバの確信,Trainer,Supporter,1,0.0010775862068965517,0.003232758620689655,3.0,0.016609145815358068,0.1289210233592881
91,Rillaboom,ゴリランダー,Pokémon,Stage 2 Pokémon,1,0.0010775862068965517,0.0010775862068965517,1.0,0.011647972389991372,0.18332806074027205
1096,Poké Vital A,ポケバイタルA,Trainer,Item,1,0.0010775862068965517,0.0010775862068965517,1.0,0.011540120793787748,0.18502554278416347
