selection_rank,name,archetype_id,archetype_label,evidence_tier,sampling_weight,source_deck_file,canonical_deck_sha256
21,bc_pool_hydrapple_ogerpon_edb95479dfb4,HYDRAPPLE_OGERPON,Hydrapple / Ogerpon,A,0.016557813160574524,hydrapple_ogerpon/v01_edb95479dfb4.csv,edb95479dfb49830e25829795cf1a8e59fbed53dffce9cbdbe519a685decd676
22,bc_pool_mega_lopunny_ac3cb653026e,MEGA_LOPUNNY,Mega Lopunny,A,0.017305823035038491,mega_lopunny/v01_ac3cb653026e.csv,ac3cb653026e184ee2c6b3caf961d90f4c1dfc6ec2b3b0d0380f28544158746f
23,bc_pool_n_s_zoroark_01957936f486,N_S_ZOROARK,N's Zoroark,A,0.017601075498459094,n_s_zoroark/v01_01957936f486.csv,01957936f4869843585f11259f0fefb2971a5dd94d3525b53d5f00961f2dd1fa
24,bc_pool_alakazam_bcc9c4e0f7ed,ALAKAZAM,Alakazam,A,0.012260261808514764,alakazam/v02_bcc9c4e0f7ed.csv,bcc9c4e0f7ed10aebbad805af73355a241e35eb4bf12a2a4e73251727b5d4da3
25,bc_pool_mega_kangaskhan_a72fdf1615af,MEGA_KANGASKHAN,Mega Kangaskhan,A,0.016836404218570591,mega_kangaskhan/v01_a72fdf1615af.csv,a72fdf1615af33e91b269675d5d63e626b9673c1fd1d7d53099af7922eda885a
26,bc_pool_iono_s_bellibolt_857e643db2cb,IONO_S_BELLIBOLT,Iono's Bellibolt,C,0.0082780023094348402,iono_s_bellibolt/v01_857e643db2cb.csv,857e643db2cbfc187b9c8d2e2713c1c67f97be1ec3d6d6653051909478f0019e
27,bc_pool_brambleghast_0480d8b32f85,BRAMBLEGHAST,Brambleghast,B,0.013495342366654938,brambleghast/v01_0480d8b32f85.csv,0480d8b32f852f683dd9c6fff4c6e86793509d21a3f72448650300822c5a5e66
28,bc_pool_crustle_fab108b51703,CRUSTLE,Crustle,B,0.014196641491304000,crustle/v01_fab108b51703.csv,fab108b51703f1125cb0f80f8148f37c41cf53723f38038a77dac2f30900a788
29,bc_pool_team_rocket_s_mewtwo_spidops_4853e3f1e641,TEAM_ROCKET_S_MEWTWO_SPIDOPS,Team Rocket's Mewtwo / Spidops,A,0.014562480862695321,team_rocket_s_mewtwo_spidops/v01_4853e3f1e641.csv,4853e3f1e6413c59ab8bcf863b0471c92349952e8bf0019dd25b9bb390aa9dc2
30,bc_pool_mega_lopunny_dudunsparce_9a56793f75a6,MEGA_LOPUNNY_DUDUNSPARCE,Mega Lopunny / Dudunsparce,A,0.011820506475640258,mega_lopunny_dudunsparce/v02_9a56793f75a6.csv,9a56793f75a6feb04e75f58c8560ebd3dcb6eead6ee786c3b4db1717c5586586
31,bc_pool_hydrapple_ogerpon_d72a3e26a900,HYDRAPPLE_OGERPON,Hydrapple / Ogerpon,A,0.011122206786788115,hydrapple_ogerpon/v02_d72a3e26a900.csv,d72a3e26a900d1535c116723ca4a3b5b22475e441698628e490f1fa508230f4b
32,bc_pool_mega_starmie_9bf6acf1c574,MEGA_STARMIE,Mega Starmie,A,0.012880567907818217,mega_starmie/v01_9bf6acf1c574.csv,9bf6acf1c574a29ff0838c31290d7f8503fd9560c212ad26bb09d347c4a388c1
33,bc_pool_dragapult_515b14442536,DRAGAPULT,Dragapult,A,0.0089907872690445246,dragapult/v02_515b14442536.csv,515b14442536db109ccc90f1277d1f803c7ba2acfd193bddfc624dc5fc5b752a
34,bc_pool_mega_kangaskhan_098ee40a4af0,MEGA_KANGASKHAN,Mega Kangaskhan,A,0.0095967805259733769,mega_kangaskhan/v02_098ee40a4af0.csv,098ee40a4af08921cd1d2143b48a0b61013c73ad824d838d42001aff170a02f7
35,bc_pool_team_rocket_s_mewtwo_spidops_b3b1e1c97ff9,TEAM_ROCKET_S_MEWTWO_SPIDOPS,Team Rocket's Mewtwo / Spidops,A,0.010428660861308611,team_rocket_s_mewtwo_spidops/v02_b3b1e1c97ff9.csv,b3b1e1c97ff9378bb0615448e39ea6bdcb5794b303b5682fde130f907ace6cfa
36,bc_pool_typhlosion_1fc42d656305,TYPHLOSION,Typhlosion,B,0.0099278209341337291,typhlosion/v01_1fc42d656305.csv,1fc42d656305af5d7dd576b729c8d7adbc91dcca88e50ee193708ee8d21767c1
37,bc_pool_festival_lead_dipplin_1a88a53fe3d0,FESTIVAL_LEAD_DIPPLIN,Festival Lead / Dipplin,A,0.0081713934617369949,festival_lead_dipplin/v02_1a88a53fe3d0.csv,1a88a53fe3d02e88717177bb6df728748e038f6febff5715934c45cdc7d98f87
38,bc_pool_mega_starmie_2557f5370245,MEGA_STARMIE,Mega Starmie,A,0.0099342117617190855,mega_starmie/v02_2557f5370245.csv,2557f53702451b91a08c4d6ed3506607c76e821997574d34d49792e30dbc24bd
39,bc_pool_grimmsnarl_froslass_906e23948394,GRIMMSNARL_FROSLASS,Grimmsnarl / Froslass,A,0.0070402788366690835,grimmsnarl_froslass/v02_906e23948394.csv,906e2394839459ab752c2b2d4c8844b8ce6e8cd3eb02195cc7d95bed2773809a
40,bc_pool_grimmsnarl_e188c7c73645,GRIMMSNARL,Grimmsnarl,A,0.011188621124002823,grimmsnarl/v01_e188c7c73645.csv,e188c7c73645f355b8e0b9402d1886f3aeae84c5f366d429c5c4d1785f2e5d4d
41,bc_pool_archaludon_cinderace_133a2b130499,ARCHALUDON_CINDERACE,Archaludon / Cinderace,B,0.0091047717882375145,archaludon_cinderace/v01_133a2b130499.csv,133a2b1304995d44d0cc46f43faef915a81f19ee0202b6d0afebba18c018a5c8
42,bc_pool_chandelure_902928964689,CHANDELURE,Chandelure,B,0.0081400928440596883,chandelure/v01_902928964689.csv,90292896468982f5a7f73a77bbf457662fc3585c6133e98d22fdb648a37f03f8
43,bc_pool_typhlosion_d85c244fb810,TYPHLOSION,Typhlosion,B,0.0071990466296078899,typhlosion/v02_d85c244fb810.csv,d85c244fb81057b64b818405db2684a8376d561756dcc5fd0bea812677c74af9
44,bc_pool_chandelure_651fa46cc285,CHANDELURE,Chandelure,B,0.0076212806881265846,chandelure/v02_651fa46cc285.csv,651fa46cc285944ecd8ce3f5d2f61cca582f694cd706d1063f387d90df55a78d
45,bc_pool_kangaskhan_slowking_cb38c4e8c575,KANGASKHAN_SLOWKING,Kangaskhan / Slowking,A,0.0067596133456515380,kangaskhan_slowking/v02_cb38c4e8c575.csv,cb38c4e8c57591b9839b177e31bbe1cf03d5f2bbc3ff881c66be7974d38ce9ff
46,bc_pool_ogerpon_toolbox_c7f7f8ca8310,OGERPON_TOOLBOX,Ogerpon toolbox,A,0.0062283865102801868,ogerpon_toolbox/v02_c7f7f8ca8310.csv,c7f7f8ca83107668fed71de1af96966023d1c7e28cb8e3a5dc8c098dd245aa17
47,bc_pool_archaludon_cinderace_5344215b960f,ARCHALUDON_CINDERACE,Archaludon / Cinderace,B,0.0068197652875475311,archaludon_cinderace/v02_5344215b960f.csv,5344215b960f3287e11747c84fefd66ba7c0c9ff3f7860bf0a224534c2c50017
48,bc_pool_cynthia_s_garchomp_d9193dbc9005,CYNTHIA_S_GARCHOMP,Cynthia's Garchomp,A,0.0058101364222938757,cynthia_s_garchomp/v02_d9193dbc9005.csv,d9193dbc90050c523cbd43427ce00ba5b9e47a39a665de27f297d3e4a4c6cea4
49,bc_pool_empoleon_genesect_89b80ef338fd,EMPOLEON_GENESECT,Empoleon / Genesect,C,0.0035229447975552984,empoleon_genesect/v01_89b80ef338fd.csv,89b80ef338fd21c5ac2a78740ddaf67a3999ffcecd29217180cdef9dfc375f9d
50,bc_pool_kangaskhan_slowking_f0a70b8fe7a4,KANGASKHAN_SLOWKING,Kangaskhan / Slowking,A,0.0062698784574787723,kangaskhan_slowking/v03_f0a70b8fe7a4.csv,f0a70b8fe7a4504edffbc883691fc6e3d46ce08cde11f96a2908a6ac392f9ce6
51,bc_pool_grimmsnarl_e0dde02134f9,GRIMMSNARL,Grimmsnarl,A,0.0086917075189669735,grimmsnarl/v02_e0dde02134f9.csv,e0dde02134f96a8e00297f90d6b489fcfc805dcd51200e694c220b667dc0ace2
52,bc_pool_great_tusk_crustle_ff107989f334,GREAT_TUSK_CRUSTLE,Great Tusk / Crustle,D,0.0014305345420736961,great_tusk_crustle/v01_ff107989f334.csv,ff107989f334ddf6d62186b3791bbb5846fc5045796ae020bb2059cf436eedeb
53,bc_pool_great_tusk_crustle_a3750ffe203e,GREAT_TUSK_CRUSTLE,Great Tusk / Crustle,C,0.0042740245000248934,great_tusk_crustle/v02_a3750ffe203e.csv,a3750ffe203eeb532b548459ef8847ce7c56864b380d2cc6eb25804d0b721148
54,bc_pool_hydrapple_ogerpon_7d4e46790b1a,HYDRAPPLE_OGERPON,Hydrapple / Ogerpon,A,0.0059795268429387099,hydrapple_ogerpon/v03_7d4e46790b1a.csv,7d4e46790b1a8a74eb6ccd23ad4186de6190e3c88080dd10d8c01053c8e9c552
55,bc_pool_mega_lucario_15dd3d4b1746,MEGA_LUCARIO,Mega Lucario,A,0.0056055931792950171,mega_lucario/v02_15dd3d4b1746.csv,15dd3d4b17460af59980475b56dcb0fd123376004f440856c5d3745c1484f347
56,bc_pool_great_tusk_crustle_8b36b11969a0,GREAT_TUSK_CRUSTLE,Great Tusk / Crustle,C,0.0055393279300533036,great_tusk_crustle/v03_8b36b11969a0.csv,8b36b11969a03636ae169d3e8b2ec6d4fdba485ff3b9dfff067d6fdfbac222d5
57,bc_pool_festival_lead_dipplin_5523e9acf072,FESTIVAL_LEAD_DIPPLIN,Festival Lead / Dipplin,A,0.0052277645612518256,festival_lead_dipplin/v03_5523e9acf072.csv,5523e9acf072deb6df779e8edc8400e1bcf02e1169d12c5f3eeff591e208ee28
58,bc_pool_empoleon_genesect_3b58cdc25d3e,EMPOLEON_GENESECT,Empoleon / Genesect,C,0.0028297881706266844,empoleon_genesect/v02_3b58cdc25d3e.csv,3b58cdc25d3e7b4d435da4a92545fa4595f46305d9e234f4cffa2492b57eae0a
59,bc_pool_team_rocket_s_mewtwo_spidops_a80c94f4dfc2,TEAM_ROCKET_S_MEWTWO_SPIDOPS,Team Rocket's Mewtwo / Spidops,B,0.0035561809009802968,team_rocket_s_mewtwo_spidops/v03_a80c94f4dfc2.csv,a80c94f4dfc218e96e54da3b1299488de203b6b26a9b21598bb2460a9fd3238e
60,bc_pool_iono_s_bellibolt_ca7584aee29c,IONO_S_BELLIBOLT,Iono's Bellibolt,C,0.0033503755211717568,iono_s_bellibolt/v02_ca7584aee29c.csv,ca7584aee29cf89839359cc57ad1a1cfae1ca5b3ecbd41963b62fe2b7205bbc6
61,bc_pool_n_s_zoroark_10e13390774c,N_S_ZOROARK,N's Zoroark,B,0.0040397545632529907,n_s_zoroark/v02_10e13390774c.csv,10e13390774cbc08d4b8744de9d961d4c445911c9ca1d34f9a8ea8e308e572da
62,bc_pool_mega_lopunny_23a7a135b2ef,MEGA_LOPUNNY,Mega Lopunny,A,0.0070768655595657877,mega_lopunny/v02_23a7a135b2ef.csv,23a7a135b2ef2b03f208a27ea2439e2885debd72745496caa2496a0cf2af5449
63,bc_pool_mega_sharpedo_768ae0697f89,MEGA_SHARPEDO,Mega Sharpedo,C,0.0040257881502138559,mega_sharpedo/v01_768ae0697f89.csv,768ae0697f891f45ab17d969704b36857f772f901cd12dd0ce247e511b98acb2
64,bc_pool_mega_lopunny_mega_froslass_0cedf0741ff0,MEGA_LOPUNNY_MEGA_FROSLASS,Mega Lopunny / Mega Froslass,B,0.0032296844283416616,mega_lopunny_mega_froslass/v02_0cedf0741ff0.csv,0cedf0741ff046f6fae01c84b5e74fa09c392274e5773875a2a38dfad7505918
65,bc_pool_n_s_zoroark_ffa4ae7a73ce,N_S_ZOROARK,N's Zoroark,B,0.0034778402350961425,n_s_zoroark/v03_ffa4ae7a73ce.csv,ffa4ae7a73ce07d0184e3cf0c395b802de72072e8952ba7d7b58cad82b614f64
66,bc_pool_mega_lopunny_dudunsparce_f286ec56c50a,MEGA_LOPUNNY_DUDUNSPARCE,Mega Lopunny / Dudunsparce,A,0.0044486270758104900,mega_lopunny_dudunsparce/v03_f286ec56c50a.csv,f286ec56c50a5a65a4391663d863dfcd4ff6add6044f473c7b56cf8f0254c7e1
67,bc_pool_cynthia_s_garchomp_9a782e68826c,CYNTHIA_S_GARCHOMP,Cynthia's Garchomp,A,0.0044161425186570085,cynthia_s_garchomp/v03_9a782e68826c.csv,9a782e68826c6ae4095d3c190a12e258b685b6731af94a4bc615d5d6e91b85b4
68,bc_pool_alakazam_0bf194bea705,ALAKAZAM,Alakazam,A,0.0037316635643062624,alakazam/v03_0bf194bea705.csv,0bf194bea70561f1f8cd0cd28e0d37e1637126a87b602925ec79fb0efce73268
69,bc_pool_chandelure_29381c42d75a,CHANDELURE,Chandelure,C,0.0013396243570710307,chandelure/v03_29381c42d75a.csv,29381c42d75a1db90aa3de02fc4ff06e651b7f2b38579d4ed7105c281f2fad77
70,bc_pool_mega_lopunny_b6e147460521,MEGA_LOPUNNY,Mega Lopunny,C,0.00096507327852572331,mega_lopunny/v03_b6e147460521.csv,b6e147460521f083e34e5db42f45701de5b4ef1de5e760abb73d063766ed192c
71,bc_pool_grimmsnarl_froslass_26439a298364,GRIMMSNARL_FROSLASS,Grimmsnarl / Froslass,B,0.0027318120803032082,grimmsnarl_froslass/v03_26439a298364.csv,26439a298364855f5a9b6b209f805fa6293a4ca00ededdfc38243aa2fa9160e2
72,bc_pool_mega_sharpedo_2145a50a0113,MEGA_SHARPEDO,Mega Sharpedo,C,0.0019719603168250844,mega_sharpedo/v04_2145a50a0113.csv,2145a50a01130f4c96b7803d887e0f6c20485a83a880fd13db5a4d398ac15420
73,bc_pool_mega_sharpedo_4fd4f5cf7a8a,MEGA_SHARPEDO,Mega Sharpedo,C,0.0019719603168250844,mega_sharpedo/v05_4fd4f5cf7a8a.csv,4fd4f5cf7a8a1f61c91a71690d7f2f668b53733f342a4764561b63c1dbbbbff6
74,bc_pool_mega_sharpedo_9755a2459935,MEGA_SHARPEDO,Mega Sharpedo,C,0.0024609539342158059,mega_sharpedo/v02_9755a2459935.csv,9755a24599357d679c09d1becae9fab1cb5dcdfc6293a123033fed49e6d4ae3c
75,bc_pool_mega_sharpedo_c7a33a4aff5f,MEGA_SHARPEDO,Mega Sharpedo,C,0.0024609539342158059,mega_sharpedo/v03_c7a33a4aff5f.csv,c7a33a4aff5fea1224601b8fdc173f2cc789b331a11a5c31a446acff54e4af11
76,bc_pool_crustle_2a498f19095c,CRUSTLE,Crustle,D,0.00044082138533126471,crustle/v02_2a498f19095c.csv,2a498f19095c419807da7bad84a4218406c14ff3c5ceca5d9a7e91008e63b36e
77,bc_pool_ogerpon_toolbox_bf3b14380173,OGERPON_TOOLBOX,Ogerpon toolbox,B,0.0028509913919835383,ogerpon_toolbox/v03_bf3b14380173.csv,bf3b143801733a77799761fbf97c4ea21629a59650dbb7a12822ff37c7f8c01c
78,bc_pool_brambleghast_02aa387bc9e0,BRAMBLEGHAST,Brambleghast,C,0.0018250948150591751,brambleghast/v02_02aa387bc9e0.csv,02aa387bc9e0c389cb8abe496a72c56c6cf32b07e67c988113cd31b4ae80fb45
79,bc_pool_hydrapple_ogerpon_1a5740ac610d,HYDRAPPLE_OGERPON,Hydrapple / Ogerpon,B,0.0030428890758352842,hydrapple_ogerpon/v04_1a5740ac610d.csv,1a5740ac610dd40854a33b82a0f3b1946fc7e84718a6b7961157e6b5b7cef9e3
80,bc_pool_mega_lucario_ed840b99364b,MEGA_LUCARIO,Mega Lucario,A,0.0036561244432723747,mega_lucario/v03_ed840b99364b.csv,ed840b99364baa5b5cc03a3120e9d3c982d7c905e2ed8bea2b9e9d2017fa19b7
81,bc_pool_kangaskhan_crustle_94d7adbd5c43,KANGASKHAN_CRUSTLE,Kangaskhan / Crustle,B,0.0027775459757594617,kangaskhan_crustle/v03_94d7adbd5c43.csv,94d7adbd5c435791b12672893750205c262ab3bc9c34de708c933a2126b826c1
82,bc_pool_mega_lucario_5342cbbd6a54,MEGA_LUCARIO,Mega Lucario,B,0.0027242747044562503,mega_lucario/v04_5342cbbd6a54.csv,5342cbbd6a5439cad746cc4176ff7b326bd51c8b1c9b3843eec00d49611faccc
83,bc_pool_crustle_4cf5cb732c97,CRUSTLE,Crustle,C,0.0012776676578573753,crustle/v03_4cf5cb732c97.csv,4cf5cb732c97fcfa1d844488379ad066ecffd7537f6b0cd2e01deae9440f1ab4
84,bc_pool_typhlosion_48269d868a57,TYPHLOSION,Typhlosion,C,0.0010284867035311983,typhlosion/v03_48269d868a57.csv,48269d868a574eb8c9d231dd3d189959bd0f8559a1816890bc1e368377a87a4e
85,bc_pool_brambleghast_fcd7400dbbc4,BRAMBLEGHAST,Brambleghast,C,0.0012121097177578916,brambleghast/v03_fcd7400dbbc4.csv,fcd7400dbbc4b369113f78eb1d3362739483b60e3132be9a853ef35168bdf996
86,bc_pool_empoleon_genesect_d613bea544b0,EMPOLEON_GENESECT,Empoleon / Genesect,C,0.0018230251101849831,empoleon_genesect/v03_d613bea544b0.csv,d613bea544b0ff7a7b3913131ecec0d6db0f8592338812518586a7a79bfd28b4
87,bc_pool_empoleon_genesect_7fd3419e2a76,EMPOLEON_GENESECT,Empoleon / Genesect,C,0.0022430470795693929,empoleon_genesect/v05_7fd3419e2a76.csv,7fd3419e2a76aa9fbd646192334dd4b8cf04033d8e119061d86d25785fd3d1d0
88,bc_pool_empoleon_genesect_9111376139b2,EMPOLEON_GENESECT,Empoleon / Genesect,C,0.0025886613089649456,empoleon_genesect/v04_9111376139b2.csv,9111376139b24eeb0d37ce8c1c84226ece08808929a44327ba4fedc88df85f6d
89,bc_pool_mega_lopunny_mega_froslass_9bd4995d9123,MEGA_LOPUNNY_MEGA_FROSLASS,Mega Lopunny / Mega Froslass,B,0.0024818335577812944,mega_lopunny_mega_froslass/v03_9bd4995d9123.csv,9bd4995d9123377c01c892c9179f6fe79be453c18e7252b25555f3b52d3fc140
90,bc_pool_mega_lopunny_mega_froslass_3cc5f8e8c000,MEGA_LOPUNNY_MEGA_FROSLASS,Mega Lopunny / Mega Froslass,B,0.0023956370952408247,mega_lopunny_mega_froslass/v04_3cc5f8e8c000.csv,3cc5f8e8c0006628ed095470a6717baf19263dba7db5c36b4e9ddaf95ef0a330
91,bc_pool_team_rocket_s_mewtwo_spidops_14765158898f,TEAM_ROCKET_S_MEWTWO_SPIDOPS,Team Rocket's Mewtwo / Spidops,B,0.0026406827744235042,team_rocket_s_mewtwo_spidops/v04_14765158898f.csv,14765158898f14ca80c4c3adc708f9b799695026f2c043e350f04c9c26e3b5da
92,bc_pool_festival_lead_dipplin_1712e86f0089,FESTIVAL_LEAD_DIPPLIN,Festival Lead / Dipplin,B,0.0025846627628059475,festival_lead_dipplin/v04_1712e86f0089.csv,1712e86f00892bf853b0781815192a87f88fd2cc9191df5bd9cc8a589a27be4f
93,bc_pool_mega_lopunny_mega_froslass_6c06bc1f8d93,MEGA_LOPUNNY_MEGA_FROSLASS,Mega Lopunny / Mega Froslass,B,0.0023644332731499948,mega_lopunny_mega_froslass/v05_6c06bc1f8d93.csv,6c06bc1f8d9330d1f33ec70caa98a7463f5c627ad9edd12512f3a6989688cab8
94,bc_pool_n_s_zoroark_48d1017d6237,N_S_ZOROARK,N's Zoroark,B,0.0029522789867313694,n_s_zoroark/v04_48d1017d6237.csv,48d1017d62378f639e4e70a055c01012970bac770f7bf36b1390868b7e141408
95,bc_pool_grimmsnarl_750b7668718d,GRIMMSNARL,Grimmsnarl,C,0.00074710103975928355,grimmsnarl/v03_750b7668718d.csv,750b7668718da39d57b00412953ca8d5d04e8d9a3a5ee34e4915ba340cea9fe1
96,bc_pool_alakazam_eda192deda5c,ALAKAZAM,Alakazam,B,0.0023099176489117688,alakazam/v04_eda192deda5c.csv,eda192deda5cc7c5ec09e5a4d64db4af1769a763ce74d3a6ef23d58d1b8955b0
97,bc_pool_kangaskhan_crustle_23202ea60137,KANGASKHAN_CRUSTLE,Kangaskhan / Crustle,A,0.0027455852033546804,kangaskhan_crustle/v04_23202ea60137.csv,23202ea6013711813f097d376e9ddeaf7360181fb13f87cbd1bc326e181ccb37
98,bc_pool_mega_starmie_3176946d5181,MEGA_STARMIE,Mega Starmie,B,0.0030008757506848767,mega_starmie/v03_3176946d5181.csv,3176946d5181289f9fc5069e5ef15560fcef966492fdbb2417ec4bd669728e01
99,bc_pool_grimmsnarl_5da3bdb83712,GRIMMSNARL,Grimmsnarl,C,0.00075856864066084116,grimmsnarl/v05_5da3bdb83712.csv,5da3bdb8371264d46ca95df34d20ce1a25ee4a86c683159d9dd7318053eb623c
100,bc_pool_grimmsnarl_62127882856e,GRIMMSNARL,Grimmsnarl,C,0.00078490478799033423,grimmsnarl/v04_62127882856e.csv,62127882856e1eb9ad26fddecae6910a95302b6c16cde3b3deea976e957de5db
101,bc_pool_mega_starmie_98af18716fe0,MEGA_STARMIE,Mega Starmie,C,0.00074498960954420530,mega_starmie/v04_98af18716fe0.csv,98af18716fe05071df4af31e38476da496ce5be0b92e86296d434ff2926b2866
102,bc_pool_archaludon_cinderace_199ff570ae6f,ARCHALUDON_CINDERACE,Archaludon / Cinderace,C,0.00093097654755051223,archaludon_cinderace/v03_199ff570ae6f.csv,199ff570ae6f4178c5512a87b1972f9888cfdfacefe139b2e0787c2ac89ff2e1
103,bc_pool_archaludon_cinderace_69261e279791,ARCHALUDON_CINDERACE,Archaludon / Cinderace,C,0.00093097654755051223,archaludon_cinderace/v04_69261e279791.csv,69261e279791d463320a6fdcd2de6bcd10db32715e345b74648cfc8ea359e38f
104,bc_pool_archaludon_cinderace_f671258988d6,ARCHALUDON_CINDERACE,Archaludon / Cinderace,C,0.00093097654755051223,archaludon_cinderace/v05_f671258988d6.csv,f671258988d68b312cb7f016820560aa06c386e10fc7bd62e0971ab4d33236a2
105,bc_pool_chandelure_504ef40fc40c,CHANDELURE,Chandelure,C,0.00089369277555044078,chandelure/v04_504ef40fc40c.csv,504ef40fc40ca277f6715195738e84ada752b6d15a013b568808c4f490ef6512
